,genre,gross,imdb_score
2,Sci-Fi,0.85,7.1
3,Sport,0.85,7.1
0,Adventure,0.71,5.4
1,Animation,0.71,5.4
2,Comedy,0.71,5.4
3,Family,0.71,5.4
4,Fantasy,0.71,5.4
0,Action,0.48,3.7
1,Crime,0.48,3.7
2,Romance,0.48,3.7
3,Thriller,0.48,3.7
0,Action,0.62,6.7
1,Sci-Fi,0.62,6.7
0,Action,1.35,7.2
1,Adventure,1.35,7.2
2,Thriller,1.35,7.2
0,Action,3.14,8.8
1,Adventure,3.14,8.8
2,Drama,3.14,8.8
3,Fantasy,3.14,8.8
0,Action,0.24,5.8
1,Adventure,0.24,5.8
2,Comedy,0.24,5.8
0,Biography,0.58,6.8
1,Drama,0.58,6.8
2,Sport,0.58,6.8
0,Adventure,1.0,3.8
1,Comedy,1.0,3.8
2,Family,1.0,3.8
3,Fantasy,1.0,3.8
0,Action,1.45,7.1
1,Mystery,1.45,7.1
2,Sci-Fi,1.45,7.1
3,Thriller,1.45,7.1
0,Action,0.47,7.2
1,Adventure,0.47,7.2
2,Drama,0.47,7.2
3,History,0.47,7.2
4,War,0.47,7.2
0,Adventure,1.4,5.9
1,Comedy,1.4,5.9
2,Family,1.4,5.9
3,Fantasy,1.4,5.9
0,Animation,1.04,7.1
1,Family,1.04,7.1
2,Fantasy,1.04,7.1
3,Musical,1.04,7.1
4,Romance,1.04,7.1
0,Adventure,2.28,8.1
1,Drama,2.28,8.1
2,Sci-Fi,2.28,8.1
0,Action,0.36,6.9
1,Adventure,0.36,6.9
2,Romance,0.36,6.9
3,Sci-Fi,0.36,6.9
4,Thriller,0.36,6.9
0,Comedy,0.07,4.4
1,Romance,0.07,4.4
0,Action,1.02,6.5
1,Crime,1.02,6.5
2,Thriller,1.02,6.5
0,Action,1.88,8.5
1,Drama,1.88,8.5
2,Romance,1.88,8.5
0,Action,1.32,7.7
1,Mystery,1.32,7.7
2,Sci-Fi,1.32,7.7
3,Thriller,1.32,7.7
0,Adventure,2.62,7.4
1,Family,2.62,7.4
2,Fantasy,2.62,7.4
3,Mystery,2.62,7.4
0,Action,1.67,8.0
1,Adventure,1.67,8.0
2,Thriller,1.67,8.0
0,Action,1.8,5.7
1,Adventure,1.8,5.7
2,Sci-Fi,1.8,5.7
3,Thriller,1.8,5.7
0,Action,2.05,8.5
1,Sci-Fi,2.05,8.5
0,Biography,0.97,7.0
1,Crime,0.97,7.0
2,Drama,0.97,7.0
3,History,0.97,7.0
4,Romance,0.97,7.0
0,Biography,1.3,7.8
1,Crime,1.3,7.8
2,Drama,1.3,7.8
0,Action,1.46,7.2
1,Comedy,1.46,7.2
2,Thriller,1.46,7.2
0,Action,0.65,6.4
1,Crime,0.65,6.4
2,Thriller,0.65,6.4
0,Comedy,1.48,5.5
1,Romance,1.48,5.5
0,Action,1.19,6.7
1,Comedy,1.19,6.7
2,Crime,1.19,6.7
0,Action,1.01,6.1
1,Drama,1.01,6.1
2,Mystery,1.01,6.1
3,Thriller,1.01,6.1
0,Drama,1.63,8.5
1,Western,1.63,8.5
0,Animation,1.0,6.9
1,Drama,1.0,6.9
2,Family,1.0,6.9
3,Musical,1.0,6.9
4,Romance,1.0,6.9
0,Adventure,0.89,7.3
1,Animation,0.89,7.3
2,Comedy,0.89,7.3
3,Family,0.89,7.3
4,Fantasy,0.89,7.3
0,Action,0.85,6.7
1,Adventure,0.85,6.7
2,Thriller,0.85,6.7
0,Action,1.73,6.9
1,Adventure,1.73,6.9
2,Comedy,1.73,6.9
3,Family,1.73,6.9
4,Mystery,1.73,6.9
0,Action,0.75,5.1
1,Adventure,0.75,5.1
2,Family,0.75,5.1
3,Fantasy,0.75,5.1
0,Adventure,0.77,6.8
1,Drama,0.77,6.8
2,Family,0.77,6.8
3,Fantasy,0.77,6.8
0,Adventure,0.35,5.8
1,Family,0.35,5.8
2,Fantasy,0.35,5.8
0,Adventure,1.08,6.7
1,Animation,1.08,6.7
2,Family,1.08,6.7
3,Fantasy,1.08,6.7
0,Action,0.68,6.0
1,Romance,0.68,6.0
2,Thriller,0.68,6.0
0,Action,0.67,5.7
1,Fantasy,0.67,5.7
2,Horror,0.67,5.7
3,Mystery,0.67,5.7
0,Adventure,0.57,8.0
1,Drama,0.57,8.0
2,Thriller,0.57,8.0
0,Biography,1.17,8.2
1,Comedy,1.17,8.2
2,Crime,1.17,8.2
3,Drama,1.17,8.2
0,Action,1.84,5.4
1,Adventure,1.84,5.4
2,Fantasy,1.84,5.4
0,Action,0.55,7.2
1,Sci-Fi,0.55,7.2
2,War,0.55,7.2
0,Drama,0.27,7.5
1,Sci-Fi,0.27,7.5
0,Action,0.56,7.0
1,Adventure,0.56,7.0
2,Animation,0.56,7.0
3,Family,0.56,7.0
4,Fantasy,0.56,7.0
0,Action,0.4,3.3
1,Crime,0.4,3.3
2,Fantasy,0.4,3.3
3,Romance,0.4,3.3
4,Thriller,0.4,3.3
0,Action,0.73,6.0
1,Adventure,0.73,6.0
0,Adventure,0.38,7.1
1,Animation,0.38,7.1
2,Family,0.38,7.1
3,Sci-Fi,0.38,7.1
0,Adventure,0.49,5.4
1,Comedy,0.49,5.4
2,Sci-Fi,0.49,5.4
0,Action,0.39,6.1
1,Adventure,0.39,6.1
2,Thriller,0.39,6.1
0,Action,0.29,5.3
1,Crime,0.29,5.3
2,Sport,0.29,5.3
3,Thriller,0.29,5.3
0,Comedy,0.17,2.2
1,Family,0.17,2.2
2,Fantasy,0.17,2.2
0,Action,0.25,7.0
1,Adventure,0.25,7.0
2,Biography,0.25,7.0
3,Drama,0.25,7.0
4,History,0.25,7.0
5,Thriller,0.25,7.0
0,Action,0.04,3.8
1,Comedy,0.04,3.8
2,Sci-Fi,0.04,3.8
0,Action,0.35,6.9
1,Drama,0.35,6.9
2,Thriller,0.35,6.9
3,War,0.35,6.9
0,Adventure,1.3,7.2
1,Animation,1.3,7.2
2,Comedy,1.3,7.2
3,Family,1.3,7.2
0,Drama,0.1,7.3
1,Mystery,0.1,7.3
2,Thriller,0.1,7.3
0,Action,2.02,6.3
1,Adventure,2.02,6.3
2,Fantasy,2.02,6.3
3,Thriller,2.02,6.3
0,Crime,0.78,7.5
1,Drama,0.78,7.5
0,Drama,0.0,7.6
1,History,0.0,7.6
2,Romance,0.0,7.6
3,War,0.0,7.6
0,Animation,0.59,6.8
1,Comedy,0.59,6.8
2,Family,0.59,6.8
3,Sport,0.59,6.8
0,Comedy,0.59,5.2
1,Sci-Fi,0.59,5.2
2,Thriller,0.59,5.2
0,Drama,1.09,7.7
1,History,1.09,7.7
2,War,1.09,7.7
0,Comedy,0.87,6.2
0,Action,0.64,7.7
1,Adventure,0.64,7.7
2,Sci-Fi,0.64,7.7
0,Comedy,0.95,4.3
1,Drama,0.95,4.3
2,Romance,0.95,4.3
0,Adventure,0.51,6.9
1,Animation,0.51,6.9
2,Comedy,0.51,6.9
3,Family,0.51,6.9
4,Romance,0.51,6.9
0,Adventure,1.61,6.6
1,Animation,1.61,6.6
2,Comedy,1.61,6.6
3,Family,1.61,6.6
0,Drama,2.01,7.0
1,Family,2.01,7.0
2,Fantasy,2.01,7.0
3,Romance,2.01,7.0
0,Drama,0.44,6.7
1,Fantasy,0.44,6.7
2,Thriller,0.44,6.7
0,Adventure,3.81,8.2
1,Animation,3.81,8.2
2,Comedy,3.81,8.2
3,Family,3.81,8.2
0,Action,3.77,8.9
1,Adventure,3.77,8.9
2,Drama,3.77,8.9
3,Fantasy,3.77,8.9
0,Action,3.4,8.7
1,Adventure,3.4,8.7
2,Drama,3.4,8.7
3,Fantasy,3.4,8.7
0,Action,0.17,5.5
1,Adventure,0.17,5.5
2,Fantasy,0.17,5.5
0,Action,1.31,5.7
1,Adventure,1.31,5.7
2,Fantasy,1.31,5.7
3,Thriller,1.31,5.7
0,Drama,0.23,6.3
1,Mystery,0.23,6.3
2,Romance,0.23,6.3
3,Sci-Fi,0.23,6.3
4,Thriller,0.23,6.3
0,Action,1.81,5.9
1,Adventure,1.81,5.9
2,Sci-Fi,1.81,5.9
3,Thriller,1.81,5.9
0,Action,1.77,7.6
1,Drama,1.77,7.6
2,Sci-Fi,1.77,7.6
3,Thriller,1.77,7.6
0,Adventure,0.71,6.6
1,Family,0.71,6.6
2,Fantasy,0.71,6.6
0,Action,0.67,5.3
1,Thriller,0.67,5.3
0,Drama,0.22,6.0
1,History,0.22,6.0
2,War,0.22,6.0
3,Western,0.22,6.0
0,Action,2.61,8.0
1,Adventure,2.61,8.0
2,Animation,2.61,8.0
3,Family,2.61,8.0
0,Action,0.11,5.6
1,Adventure,0.11,5.6
2,Comedy,0.11,5.6
0,Adventure,0.89,5.9
1,Family,0.89,5.9
2,Fantasy,0.89,5.9
0,Adventure,2.5,7.3
1,Comedy,2.5,7.3
2,Family,2.5,7.3
3,Mystery,2.5,7.3
4,Sci-Fi,2.5,7.3
0,Adventure,2.46,7.9
1,Animation,2.46,7.9
2,Comedy,2.46,7.9
3,Family,2.46,7.9
4,Fantasy,2.46,7.9
0,Action,0.82,6.8
1,Thriller,0.82,6.8
0,Action,2.26,6.6
1,Comedy,2.26,6.6
2,Crime,2.26,6.6
3,Thriller,2.26,6.6
0,Drama,1.55,6.6
1,Fantasy,1.55,6.6
2,Horror,1.55,6.6
3,Mystery,1.55,6.6
4,Thriller,1.55,6.6
0,Animation,1.25,7.0
1,Comedy,1.25,7.0
2,Family,1.25,7.0
3,Sci-Fi,1.25,7.0
0,Action,1.97,7.0
1,Adventure,1.97,7.0
2,Animation,1.97,7.0
3,Comedy,1.97,7.0
4,Family,1.97,7.0
0,Adventure,0.58,7.3
1,Comedy,0.58,7.3
2,Drama,0.58,7.3
3,Fantasy,0.58,7.3
4,Romance,0.58,7.3
0,Action,1.25,5.5
1,Adventure,1.25,5.5
2,Comedy,1.25,5.5
3,Crime,1.25,5.5
4,Thriller,1.25,5.5
0,Crime,1.32,8.5
1,Drama,1.32,8.5
2,Thriller,1.32,8.5
0,Adventure,1.21,7.5
1,Animation,1.21,7.5
2,Family,1.21,7.5
3,Fantasy,1.21,7.5
4,Musical,1.21,7.5
5,War,1.21,7.5
0,Action,1.1,7.0
1,Comedy,1.1,7.0
0,Crime,1.03,7.8
1,Drama,1.03,7.8
2,Mystery,1.03,7.8
3,Thriller,1.03,7.8
0,Action,1.0,7.6
1,Adventure,1.0,7.6
2,Thriller,1.0,7.6
0,Action,2.09,7.6
1,Adventure,2.09,7.6
2,Crime,2.09,7.6
3,Mystery,2.09,7.6
4,Thriller,2.09,7.6
0,Action,0.84,6.8
1,Adventure,0.84,6.8
2,Animation,0.84,6.8
3,Family,0.84,6.8
4,Fantasy,0.84,6.8
5,Sci-Fi,0.84,6.8
0,Adventure,0.86,5.0
1,Animation,0.86,5.0
2,Comedy,0.86,5.0
3,Family,0.86,5.0
4,Fantasy,0.86,5.0
5,Music,0.86,5.0
0,Drama,0.83,7.1
1,History,0.83,7.1
2,Thriller,0.83,7.1
3,War,0.83,7.1
0,Action,1.0,5.5
1,Comedy,1.0,5.5
0,Action,0.79,5.6
1,Animation,0.79,5.6
2,Comedy,0.79,5.6
3,Sci-Fi,0.79,5.6
0,Adventure,0.79,7.1
1,Drama,0.79,7.1
2,Sci-Fi,0.79,7.1
0,Comedy,0.76,4.9
1,Family,0.76,4.9
2,Fantasy,0.76,4.9
3,Horror,0.76,4.9
4,Mystery,0.76,4.9
0,Drama,1.01,7.4
1,Mystery,1.01,7.4
2,Sci-Fi,1.01,7.4
3,Thriller,1.01,7.4
0,Action,0.73,5.7
1,Horror,0.73,5.7
2,Sci-Fi,0.73,5.7
3,Thriller,0.73,5.7
0,Crime,0.73,6.4
1,Mystery,0.73,6.4
2,Thriller,0.73,6.4
0,Adventure,0.69,5.9
1,Family,0.69,5.9
2,Fantasy,0.69,5.9
0,Action,0.66,5.5
1,Adventure,0.66,5.5
2,Fantasy,0.66,5.5
0,Action,0.65,6.9
1,Adventure,0.65,6.9
2,Comedy,0.65,6.9
3,Crime,0.65,6.9
4,Mystery,0.65,6.9
5,Thriller,0.65,6.9
0,Action,0.61,6.2
1,Adventure,0.61,6.2
2,Romance,0.61,6.2
3,Sci-Fi,0.61,6.2
4,Thriller,0.61,6.2
0,Action,0.0,7.0
1,Crime,0.0,7.0
2,Thriller,0.0,7.0
0,Adventure,0.61,5.6
1,Sci-Fi,0.61,5.6
2,Thriller,0.61,5.6
0,Adventure,1.44,7.0
1,Animation,1.44,7.0
2,Comedy,1.44,7.0
3,Family,1.44,7.0
4,Musical,1.44,7.0
0,Comedy,0.58,6.8
1,Drama,0.58,6.8
2,Sci-Fi,0.58,6.8
0,Action,0.47,5.4
1,Drama,0.47,5.4
2,Sci-Fi,0.47,5.4
3,Thriller,0.47,5.4
0,Action,0.43,6.1
1,Crime,0.43,6.1
2,Drama,0.43,6.1
3,Thriller,0.43,6.1
0,Drama,0.35,6.7
1,History,0.35,6.7
2,Thriller,0.35,6.7
3,War,0.35,6.7
0,Action,0.56,4.3
1,Adventure,0.56,4.3
2,Sci-Fi,0.56,4.3
0,Adventure,0.38,6.9
1,Fantasy,0.38,6.9
0,Biography,0.62,8.0
1,Drama,0.62,8.0
2,Sport,0.62,8.0
0,Action,0.0,4.4
1,Family,0.0,4.4
2,Fantasy,0.0,4.4
3,Musical,0.0,4.4
0,Drama,1.2,7.3
1,History,1.2,7.3
2,Sport,1.2,7.3
0,Action,2.42,6.3
1,Adventure,2.42,6.3
2,Drama,2.42,6.3
3,Thriller,2.42,6.3
0,Action,1.45,6.7
1,Crime,1.45,6.7
2,Thriller,1.45,6.7
0,Adventure,2.34,7.7
1,Drama,2.34,7.7
2,Romance,2.34,7.7
0,Animation,1.98,6.5
1,Comedy,1.98,6.5
2,Family,1.98,6.5
3,Music,1.98,6.5
4,Romance,1.98,6.5
0,Action,1.76,7.8
1,Mystery,1.76,7.8
2,Thriller,1.76,7.8
0,Action,1.73,6.4
1,Adventure,1.73,6.4
2,Drama,1.73,6.4
3,Thriller,1.73,6.4
0,Crime,1.83,7.8
1,Thriller,1.83,7.8
0,Action,0.2,5.8
1,Adventure,0.2,5.8
2,Romance,0.2,5.8
0,Animation,1.48,7.1
1,Comedy,1.48,7.1
2,Family,1.48,7.1
3,Fantasy,1.48,7.1
0,Animation,1.28,7.1
1,Comedy,1.28,7.1
2,Family,1.28,7.1
3,Fantasy,1.28,7.1
4,Musical,1.28,7.1
5,Romance,1.28,7.1
0,Action,1.26,6.8
1,Crime,1.26,6.8
2,Mystery,1.26,6.8
3,Thriller,1.26,6.8
0,Adventure,0.67,4.8
1,Comedy,0.67,4.8
2,Family,0.67,4.8
0,Action,0.78,6.2
1,Comedy,0.78,6.2
2,Crime,0.78,6.2
0,Comedy,0.63,6.9
1,Romance,0.63,6.9
0,Action,1.12,7.3
1,Crime,1.12,7.3
2,Drama,1.12,7.3
3,Mystery,1.12,7.3
4,Thriller,1.12,7.3
0,Comedy,1.13,6.6
1,Drama,1.13,6.6
2,Romance,1.13,6.6
0,Crime,1.17,6.9
1,Thriller,1.17,6.9
0,Adventure,0.84,6.2
1,Animation,0.84,6.2
2,Comedy,0.84,6.2
3,Family,0.84,6.2
0,Adventure,1.51,6.7
1,Mystery,1.51,6.7
2,Sci-Fi,1.51,6.7
0,Drama,0.51,7.6
1,History,0.51,7.6
2,War,0.51,7.6
0,Action,0.48,6.7
1,Adventure,0.48,6.7
2,Comedy,0.48,6.7
3,Thriller,0.48,6.7
0,Action,0.5,6.2
1,Adventure,0.5,6.2
2,Comedy,0.5,6.2
3,Fantasy,0.5,6.2
0,Drama,0.57,7.3
1,Romance,0.57,7.3
0,Action,0.62,6.0
1,Crime,0.62,6.0
2,Thriller,0.62,6.0
0,Adventure,0.46,7.1
1,Animation,0.46,7.1
2,Comedy,0.46,7.1
3,Family,0.46,7.1
4,Fantasy,0.46,7.1
0,Drama,0.45,7.1
1,Fantasy,0.45,7.1
2,Romance,0.45,7.1
0,Action,0.4,5.5
1,Drama,0.4,5.5
2,Thriller,0.4,5.5
0,Adventure,0.65,5.6
1,Comedy,0.65,5.6
2,Drama,0.65,5.6
3,Family,0.65,5.6
4,Fantasy,0.65,5.6
0,Action,0.31,7.5
1,Comedy,0.31,7.5
2,Fantasy,0.31,7.5
3,Romance,0.31,7.5
0,Action,0.31,5.4
1,Adventure,0.31,5.4
2,Sci-Fi,0.31,5.4
3,Thriller,0.31,5.4
0,Comedy,1.23,4.3
1,Romance,1.23,4.3
2,Sci-Fi,1.23,4.3
0,Adventure,1.53,4.9
1,Comedy,1.53,4.9
2,Mystery,1.53,4.9
0,Action,0.13,7.1
1,Sci-Fi,0.13,7.1
0,Comedy,1.37,6.4
1,Drama,1.37,6.4
2,Fantasy,1.37,6.4
3,Romance,1.37,6.4
0,Action,0.44,4.3
1,Comedy,0.44,4.3
2,Family,0.44,4.3
3,Fantasy,0.44,4.3
0,Action,0.8,6.1
1,Adventure,0.8,6.1
2,Sci-Fi,0.8,6.1
3,Thriller,0.8,6.1
0,Action,0.76,7.0
1,Adventure,0.76,7.0
2,Fantasy,0.76,7.0
3,Horror,0.76,7.0
4,Sci-Fi,0.76,7.0
0,Crime,0.33,7.7
1,Drama,0.33,7.7
2,History,0.33,7.7
3,Mystery,0.33,7.7
4,Thriller,0.33,7.7
0,Action,0.35,5.9
1,Mystery,0.35,5.9
2,Sci-Fi,0.35,5.9
3,Thriller,0.35,5.9
0,Comedy,2.43,6.7
1,Drama,2.43,6.7
0,Action,1.03,6.5
1,Adventure,1.03,6.5
2,Thriller,1.03,6.5
0,Action,1.81,7.1
1,Adventure,1.81,7.1
2,Thriller,1.81,7.1
0,Adventure,4.08,7.3
1,Drama,4.08,7.3
2,Sci-Fi,4.08,7.3
3,Thriller,4.08,7.3
0,Comedy,2.54,6.5
0,Action,1.63,7.0
0,Adventure,1.55,6.8
1,Animation,1.55,6.8
2,Comedy,1.55,6.8
3,Family,1.55,6.8
0,Adventure,1.46,7.2
1,Animation,1.46,7.2
2,Comedy,1.46,7.2
3,Drama,1.46,7.2
4,Family,1.46,7.2
5,Fantasy,1.46,7.2
6,Sci-Fi,1.46,7.2
0,Action,1.4,6.1
1,Drama,1.4,6.1
2,Romance,1.4,6.1
3,Sci-Fi,1.4,6.1
4,Thriller,1.4,6.1
0,Action,0.53,6.7
1,Comedy,0.53,6.7
2,Crime,0.53,6.7
3,Thriller,0.53,6.7
0,Comedy,1.58,6.4
1,Crime,1.58,6.4
2,Sport,1.58,6.4
0,Adventure,1.33,4.4
1,Animation,1.33,4.4
2,Comedy,1.33,4.4
3,Family,1.33,4.4
4,Fantasy,1.33,4.4
5,Music,1.33,4.4
0,Comedy,1.34,5.4
0,Action,1.3,6.5
1,Adventure,1.3,6.5
2,Comedy,1.3,6.5
0,Comedy,1.25,6.7
1,Drama,1.25,6.7
2,Romance,1.25,6.7
0,Mystery,1.28,8.1
1,Thriller,1.28,8.1
0,Comedy,1.2,5.6
1,Drama,1.2,5.6
2,Romance,1.2,5.6
0,Adventure,1.28,6.3
1,Animation,1.28,6.3
2,Comedy,1.28,6.3
3,Family,1.28,6.3
4,Sci-Fi,1.28,6.3
0,Action,1.12,7.3
1,Crime,1.12,7.3
2,Sci-Fi,1.12,7.3
3,Thriller,1.12,7.3
0,Comedy,1.1,6.1
1,Family,1.1,6.1
2,Fantasy,1.1,6.1
3,Romance,1.1,6.1
0,Crime,1.04,7.7
1,Drama,1.04,7.7
2,Thriller,1.04,7.7
0,Comedy,1.03,6.4
1,Romance,1.03,6.4
0,Action,1.01,6.8
1,Crime,1.01,6.8
2,Thriller,1.01,6.8
0,Action,1.01,6.6
1,Mystery,1.01,6.6
2,Thriller,1.01,6.6
0,Adventure,0.96,7.2
1,Drama,0.96,7.2
2,History,0.96,7.2
3,Romance,0.96,7.2
4,War,0.96,7.2
0,Action,0.95,6.9
1,Adventure,0.95,6.9
2,Drama,0.95,6.9
3,Thriller,0.95,6.9
0,Comedy,0.93,5.2
1,Family,0.93,5.2
2,Sci-Fi,0.93,5.2
0,Fantasy,0.91,4.9
1,Horror,0.91,4.9
2,Mystery,0.91,4.9
3,Thriller,0.91,4.9
0,Adventure,0.9,6.3
1,Animation,0.9,6.3
2,Comedy,0.9,6.3
3,Family,0.9,6.3
4,Fantasy,0.9,6.3
5,Sci-Fi,0.9,6.3
6,Sport,0.9,6.3
0,Adventure,0.82,5.6
1,Comedy,0.82,5.6
2,Crime,0.82,5.6
3,Family,0.82,5.6
4,Mystery,0.82,5.6
0,Drama,0.79,5.5
1,Sci-Fi,0.79,5.5
2,Thriller,0.79,5.5
0,Action,0.76,6.7
1,Crime,0.76,6.7
2,Mystery,0.76,6.7
3,Romance,0.76,6.7
4,Thriller,0.76,6.7
0,Action,0.86,7.6
1,Drama,0.86,7.6
2,War,0.86,7.6
0,Action,0.74,5.7
1,Adventure,0.74,5.7
2,Comedy,0.74,5.7
3,Romance,0.74,5.7
0,Adventure,1.0,4.6
1,Animation,1.0,4.6
2,Comedy,1.0,4.6
3,Family,1.0,4.6
0,Adventure,0.73,7.0
1,Animation,0.73,7.0
2,Family,0.73,7.0
3,Western,0.73,7.0
0,Comedy,0.8,5.2
1,Family,0.8,5.2
2,Romance,0.8,5.2
0,Action,0.69,5.1
1,Adventure,0.69,5.1
2,Family,0.69,5.1
3,Sci-Fi,0.69,5.1
4,Thriller,0.69,5.1
0,Drama,0.66,6.6
1,Mystery,0.66,6.6
2,Sci-Fi,0.66,6.6
3,Thriller,0.66,6.6
0,Animation,1.7,6.7
1,Comedy,1.7,6.7
2,Family,1.7,6.7
3,Fantasy,1.7,6.7
0,Animation,0.61,7.3
1,Family,0.61,7.3
2,Fantasy,0.61,7.3
3,Music,0.61,7.3
0,Action,0.57,5.9
1,Adventure,0.57,5.9
2,Sci-Fi,0.57,5.9
0,Action,0.51,5.6
1,Adventure,0.51,5.6
2,Family,0.51,5.6
3,Fantasy,0.51,5.6
4,Thriller,0.51,5.6
0,Action,0.7,6.5
1,Crime,0.7,6.5
2,Thriller,0.7,6.5
0,Action,0.45,5.9
1,Adventure,0.45,5.9
2,Western,0.45,5.9
0,Drama,0.55,7.0
1,Fantasy,0.55,7.0
2,Romance,0.55,7.0
0,Comedy,0.39,5.3
1,Fantasy,0.39,5.3
0,Action,0.38,5.9
1,Adventure,0.38,5.9
2,Comedy,0.38,5.9
3,Fantasy,0.38,5.9
4,Thriller,0.38,5.9
0,Action,0.38,6.3
1,Comedy,0.38,6.3
2,Sci-Fi,0.38,6.3
0,Action,0.39,6.3
1,Sci-Fi,0.39,6.3
2,Thriller,0.39,6.3
0,Drama,0.35,7.3
1,History,0.35,7.3
2,Thriller,0.35,7.3
0,Action,0.33,5.8
1,Adventure,0.33,5.8
2,Drama,0.33,5.8
3,Thriller,0.33,5.8
0,Adventure,0.36,5.2
1,Animation,0.36,5.2
2,Family,0.36,5.2
0,Action,0.21,2.4
1,Adventure,0.21,2.4
2,Sci-Fi,0.21,2.4
0,Adventure,0.21,5.7
1,Animation,0.21,5.7
2,Comedy,0.21,5.7
3,Family,0.21,5.7
4,Fantasy,0.21,5.7
5,Sci-Fi,0.21,5.7
0,Drama,0.2,5.8
1,Musical,0.2,5.8
2,Romance,0.2,5.8
0,Action,0.19,5.6
1,Adventure,0.19,5.6
2,Sci-Fi,0.19,5.6
0,Action,0.18,6.0
1,Adventure,0.18,6.0
2,Drama,0.18,6.0
3,Sci-Fi,0.18,6.0
0,Adventure,0.18,5.8
1,Comedy,0.18,5.8
2,Drama,0.18,5.8
3,Family,0.18,5.8
4,Fantasy,0.18,5.8
0,Action,0.27,6.0
1,Adventure,0.27,6.0
2,Fantasy,0.27,6.0
0,Action,0.17,5.7
1,Sci-Fi,0.17,5.7
2,Thriller,0.17,5.7
0,Adventure,0.15,6.0
1,Animation,0.15,6.0
2,Family,0.15,6.0
3,Fantasy,0.15,6.0
0,Documentary,0.19,7.8
1,Drama,0.19,7.8
0,Action,0.02,4.2
1,Adventure,0.02,4.2
2,Horror,0.02,4.2
3,Sci-Fi,0.02,4.2
4,Thriller,0.02,4.2
0,Action,0.23,5.6
1,Adventure,0.23,5.6
2,Drama,0.23,5.6
3,History,0.23,5.6
4,Romance,0.23,5.6
0,Biography,1.71,8.2
1,Drama,1.71,8.2
0,Adventure,4.23,8.5
1,Animation,4.23,8.5
2,Drama,4.23,8.5
3,Family,4.23,8.5
4,Musical,4.23,8.5
0,Action,1.04,5.8
1,Adventure,1.04,5.8
2,Comedy,1.04,5.8
3,Family,1.04,5.8
4,Fantasy,1.04,5.8
5,Sci-Fi,1.04,5.8
0,Animation,1.2,6.5
1,Comedy,1.2,6.5
2,Family,1.2,6.5
3,Fantasy,1.2,6.5
4,Sci-Fi,1.2,6.5
0,Crime,0.93,7.2
1,Drama,0.93,7.2
2,Thriller,0.93,7.2
0,Action,0.67,6.7
1,Adventure,0.67,6.7
2,Western,0.67,6.7
0,Comedy,0.74,3.4
0,Action,1.27,5.9
1,Crime,1.27,5.9
2,Thriller,1.27,5.9
0,Adventure,0.01,7.8
1,Animation,0.01,7.8
2,Drama,0.01,7.8
3,Family,0.01,7.8
4,Fantasy,0.01,7.8
0,Sci-Fi,0.15,5.9
1,Thriller,0.15,5.9
0,Adventure,0.26,4.1
1,Animation,0.26,4.1
2,Comedy,0.26,4.1
3,Family,0.26,4.1
4,Fantasy,0.26,4.1
0,Animation,3.24,6.8
1,Comedy,3.24,6.8
2,Family,3.24,6.8
0,Action,0.66,5.8
1,Adventure,0.66,5.8
2,Fantasy,0.66,5.8
3,Sci-Fi,0.66,5.8
0,Animation,3.68,7.5
1,Comedy,3.68,7.5
2,Family,3.68,7.5
3,Sci-Fi,3.68,7.5
0,Action,3.06,6.9
1,Adventure,3.06,6.9
2,Sci-Fi,3.06,6.9
0,Action,2.29,6.5
1,Adventure,2.29,6.5
2,Sci-Fi,2.29,6.5
0,Adventure,1.93,6.9
1,Animation,1.93,6.9
2,Comedy,1.93,6.9
3,Family,1.93,6.9
0,Drama,0.35,7.9
1,Sci-Fi,0.35,7.9
2,Thriller,0.35,7.9
0,Action,1.57,7.4
1,Adventure,1.57,7.4
2,Sci-Fi,1.57,7.4
0,Action,1.35,6.7
1,Crime,1.35,6.7
2,Fantasy,1.35,6.7
3,Thriller,1.35,6.7
0,Action,1.34,7.4
1,Adventure,1.34,7.4
2,Thriller,1.34,7.4
0,Action,1.95,6.9
1,Adventure,1.95,6.9
2,Animation,1.95,6.9
3,Comedy,1.95,6.9
4,Family,1.95,6.9
5,Fantasy,1.95,6.9
0,Comedy,1.21,6.8
1,Romance,1.21,6.8
0,Comedy,1.19,6.7
1,Drama,1.19,6.7
2,Family,1.19,6.7
3,Music,1.19,6.7
4,Musical,1.19,6.7
5,Romance,1.19,6.7
0,Horror,0.42,5.1
1,Mystery,0.42,5.1
2,Thriller,0.42,5.1
0,Action,0.97,4.1
1,Adventure,0.97,4.1
2,Comedy,0.97,4.1
3,Family,0.97,4.1
4,Sci-Fi,0.97,4.1
0,Crime,1.18,7.3
1,Mystery,1.18,7.3
2,Thriller,1.18,7.3
0,Comedy,1.62,6.0
0,Comedy,0.77,7.3
1,Drama,0.77,7.3
0,Comedy,0.73,5.4
1,Family,0.73,5.4
0,Action,0.68,5.9
1,Adventure,0.68,5.9
2,Drama,0.68,5.9
3,Thriller,0.68,5.9
0,Biography,0.67,7.1
1,Comedy,0.67,7.1
2,Drama,0.67,7.1
3,History,0.67,7.1
0,Adventure,1.61,6.0
1,Animation,1.61,6.0
2,Comedy,1.61,6.0
3,Family,1.61,6.0
0,Drama,1.03,6.5
1,Music,1.03,6.5
2,Musical,1.03,6.5
0,Comedy,0.56,5.7
1,Crime,0.56,5.7
2,Music,0.56,5.7
